name,street_address,city,state,zipcode,source,num_of_children,website
"Mata Management, Inc.","80 Maiden Lane, Suite 1404",New York,NY,10038,https://www.hospitalityonline.com/mata-management/locations,1,
Cimarron Hospitality,2225 East Randol Mill Road #308,Arlington,TX,76011,https://www.hospitalityonline.com/cimarron-hospitality/locations,1,www.cimarronhospitality.com
American Queen Steamboat Company,115 East Market Street,New Albany,IN,47150,https://www.hospitalityonline.com/american-queen/locations,3,www.americanqueensteamboatcompany.com
HVS Hotel Management,327 Village Rd,Tiverton,RI,02878,https://www.hospitalityonline.com/hvs-hotel-management/locations,2,www.HVSHotelManagement.com
Coury Hospitality - Corporate Office - Kansas City,908 Broadway Blvd,Kansas City,MO,64105,https://www.hospitalityonline.com/employers/275669/locations,1,www.couryhospitality.com
Choctaw Casinos & Resorts,1802 Chukka Hina,Durant,OK,74701,https://www.hospitalityonline.com/choctaw-casinos/locations,16,www.choctawcasinos.com
MileOne Auto Group,,Towson,MD,,https://www.hospitalityonline.com/mileone/locations,2,www.mileone.com
"Ginger Restaurant Management Co., Ltd.",12th Floor Platinum,Shanghai,Shanghai,200020,https://www.hospitalityonline.com/employers/222374/locations,3,
Main Street Property Management,9 Park Ave,Gaithersburg,MD,20877,https://www.hospitalityonline.com/main-street-property-management/locations,1,www.mainstreetproperty.net
Grand Sierra Resort and Casino Reno,2500 East Second Street,Reno,NV,89595,https://www.hospitalityonline.com/grand-sierra/locations,2,www.grandsierraresort.com
Bunkhouse Management L.L.C.,1408C Nickerson Street,Austin,TX,78704,https://www.hospitalityonline.com/employers/224338/locations,1,www.bunkhousemgmt.com
Full House Resorts,1980 Festival Plaza Dr.,Las Vegas,NV,89135,https://www.hospitalityonline.com/full-house-resorts/locations,3,www.fullhouseresorts.com
Dev Hospitality LLC,205 Biltmore Way,Stockbridge,GA,30281-4774,https://www.hospitalityonline.com/employers/267593/locations,1,
R Group Hospitality,3333 NE 33rd Street,Fort Lauderdale,FL,33308,https://www.hospitalityonline.com/r-group-hospitality/locations,2,rgroupus.net
Blue Sky Hospitality,231 Main Street,Elk River,MN,55330,https://www.hospitalityonline.com/blue-sky-hospitality/locations,2,www.blueskyhospitalityllc.com
DanDan Group,126 South 16th Street,Philadelphia,PA,19102,https://www.hospitalityonline.com/employers/282024/locations,3,www.dandanrestaurant.com
"SDR Hotel Management, LLC",,Destin,FL,32578,https://www.hospitalityonline.com/sdr/locations,1,
Key Hospitality,155 Fleet Street,Portsmouth,NH,03801,https://www.hospitalityonline.com/key-hospitality/locations,1,key-hospitality.com
Hebrew Senior Life,1200 Centre Street,Roslindale,MA,02131,https://www.hospitalityonline.com/employers/224671/locations,1,
Kahler Hospitality Group,20 SW Second Avenue,Rochester,MN,55902,https://www.hospitalityonline.com/kahler-hospitality-group/locations,3,kahler.com
Affirmed Corporation,1380 S Harbor Blvd,Anaheim,CA,92802-2310,https://www.hospitalityonline.com/employers/266669/locations,2,
The Old Spaghetti Factory,0715 SW Bancroft Street,Portland,OR,97239,https://www.hospitalityonline.com/the-old-spaghetti-factory/locations,18,www.osf.com
Preeminent Hotels,5280 Katy Freeway,Houston,TX,77007,https://www.hospitalityonline.com/employers/254675/locations,2,preeminenthotels.com
Timberline Hospitalities,"800 Werner Court, Suite  220",Casper,WY,82601,https://www.hospitalityonline.com/employers/202668/locations,5,
Twelve Hotels & Residences,361 17th Street,Atlanta,GA,30363,https://www.hospitalityonline.com/twelve-hotels/locations,2,twelvehotels.com
Gorman & Company,200 North Main Street,Oregon,WI,53575,https://www.hospitalityonline.com/gorman-company/locations,2,www.gormanusa.com
The Trustees of Reservations,572 Essex St.,Beverly,MA,,https://www.hospitalityonline.com/employers/221612/locations,1,
Sunset Marquis Hotel,1200 Alta Loma Road,West Hollywood,CA,90069,https://www.hospitalityonline.com/sunset-marquis/locations,1,www.sunsetmarquis.com
Karuk Tribe,,Happy Camp,CA,96039,https://www.hospitalityonline.com/karuk-tribe/locations,1,www.karuk.us
North Michigan Hospitality Management,3701 North Country Drive,Traverse City,MI,49684,https://www.hospitalityonline.com/nmhm/locations,1,nmhmhotels.com
Palas Hospitality,2008 Savannah Hwy.,Charleston,SC,29407,https://www.hospitalityonline.com/employers/241837/locations,4,www.palashospitality.com
Diversified Restaurant Concepts,1401 Garden Highway,Sacramento,CA,95833,https://www.hospitalityonline.com/employers/203948/locations,1,www.woodysgrill.com
Kimpton Sir Francis Drake Hotel,450 Powell Street,San Francisco,CA,94102,https://www.hospitalityonline.com/kimpton-sir-francis-drake/locations,1,www.sirfrancisdrake.com
Como Holdings USA,475 Park Ave South,New York,NY,,https://www.hospitalityonline.com/como-holdings-usa/locations,2,www.comohotels.com
VB Hospitality Management,590 Santa Rosa Blvd,Fort Walton Beach,FL,32548,https://www.hospitalityonline.com/vb-hospitality/locations,2,vbhospitality.com
YM Hospitality,260 Corporate Center Drive,Stockbridge,GA,30281,https://www.hospitalityonline.com/ym-hospitality/locations,1,ymhospitality.com
Maison Kayser Flagship Store,1294 3rd Avenue,New York,NY,10021,https://www.hospitalityonline.com/maison-kayser/locations,1,www.maisonkayserusa.com
Century Hospitality,"1233 Main Street, Suite 1500",Wheeling,WV,26003,https://www.hospitalityonline.com/century-hospitality/locations,8,centuryhospitality.net
Embassy Suites Portland (ME),1050 Westbrook Street,Portland,ME,04102,https://www.hospitalityonline.com/embassy-portland-me/locations,1,embassysuites3.hilton.com
K.K. Mahadev Hospitality LLC,3180 Goliad Rd,San Antonio,TX,78223,https://www.hospitalityonline.com/kk-mahadev-hospitality/locations,3,
Elior North America,"300 S Tryon Street, Suite 400",Charlotte,NC,28202,https://www.hospitalityonline.com/elior-north-america/locations,15,jobs.elior-na.com
ARAMARK,2300 Warrenville Road,Downers Grove,IL,60515,https://www.hospitalityonline.com/employers/221359/locations,1,
"Tillinger's Concierge, Inc.",200 Berkeley Street,Boston,MA,02116,https://www.hospitalityonline.com/tillingers/locations,1,www.tillingers.com
Experient,2500 Enterprise  Parkway East,Twinsburg,OH,44087,https://www.hospitalityonline.com/employers/237489/locations,1,www.Experient-inc.com
Bhojani Development Group,319 Grove Street,Woodbridge,NJ,07095,https://www.hospitalityonline.com/bdg/locations,3,
Forbes Hamilton Management Company,4898 E. Irlo Bonson Memorial Highway,Saint Cloud,FL,34771,https://www.hospitalityonline.com/forbes-hamilton-management/locations,4,
Taj Hospitality Management,6502 Caprock Dr.,Lubbock,TX,79412,https://www.hospitalityonline.com/taj-hospitality-management/locations,4,tajhospitality.com
Associated Hospitality,,charlotte,NC,,https://www.hospitalityonline.com/associated-hospitality/locations,1,
Trivedi Inc.,,Lincoln,NE,68512,https://www.hospitalityonline.com/trivedi-inc/locations,1,
Nationwide Hotel Management Company (Wichita),8621 E. 21st Street North,Wichita,KS,67206,https://www.hospitalityonline.com/woodspring-hotels-west/locations,2,www.nationwidehmc.com
FSO Onsite Outsourcing,19 W. 44th St.,New York,NY,10036,https://www.hospitalityonline.com/fso/locations,6,www.fso-outsourcing.com
Hyatt Place Nashville Airport,721 Royal Parkway,Nashville,TN,37214,https://www.hospitalityonline.com/hyatt-place-nashville-airport/locations,1,www.hyatt.com
Cape Fox Corporation,2851 S. Tongass Highway,Ketchikan,AK,99901,https://www.hospitalityonline.com/cape-fox/locations,1,www.capefoxcorp.com
The Burgess Hotel,3600 Piedmont Road Northeast,Atlanta,GA,30305,https://www.hospitalityonline.com/the-burgess/locations,1,www.theburgesshotel.com
Hotel Ventures Management,6450 South 6th Rd,Springfield,IL,62712,https://www.hospitalityonline.com/employers/254444/locations,3,hotelventuresmanagement.com
Growth Properties Hospitality Management,1329 Bristol Pike,Bensalem,PA,19020,https://www.hospitalityonline.com/growth-properties/locations,3,www.gpim.net
MARC USA Head Office,1350 Broadway,New York,NY,10018,https://www.hospitalityonline.com/employers/231091/locations,5,www.marcrestaurants.com
Amway Hotel Corporation,7575 Fulton Street East,Ada,MI,49355,https://www.hospitalityonline.com/amway-hotel-corporation/locations,2,www.alticor.com
Renaissance by Marriott Allentown Hotel,12 N Seventh Street,Allentown,PA,18101,https://www.hospitalityonline.com/renaissance-allentown/locations,N/A,www.renaissanceallentown.com
Hilton Garden Inn Ithaca,130 East Seneca Street,Ithaca,NY,14850,https://www.hospitalityonline.com/hilton-garden-ithaca/locations,1,www.hilton.com
PGA Tour Tournament Players Clubs,100 PGA Tour Blvd,Ponte Vedra Beach,FL,32082,https://www.hospitalityonline.com/employers/216244/locations,1,www.TPC.com
Front Burner Brands,8810 Twin Lakes Blvd.,Tampa,FL,33614,https://www.hospitalityonline.com/front-burner/locations,1,www.frontburnerbrands.com
Copper Hospitality,"2440 N. Litchfield Rd., Suite 208",Goodyear,AZ,85395,https://www.hospitalityonline.com/copper-hospitality/locations,2,www.copperhospitality.com
Schulte Restaurant Group,"2000 High Wickham Place, Suite 300",Louisville,KY,40245,https://www.hospitalityonline.com/schulte-restaurant-group/locations,21,www.schulterg.com
Hilton Garden Inn Syracuse,6004 Fair Lakes Road,East Syracuse,NY,13057,https://www.hospitalityonline.com/hilton-garden-syracuse-east/locations,1,hiltongardeninn3.hilton.com
Hotel Arts,119 - 12th Avenue SW,Calgary,AB,T2R 0G8,https://www.hospitalityonline.com/employers/230140/locations,1,www.hotelarts.ca
Marquee Hospitality,,Kansas City,MO,,https://www.hospitalityonline.com/marquee-hospitality/locations,3,marqueehospitality.com
Chef's Garden Catering & Events,3732 Mente Street,Jacksonville,FL,32207,https://www.hospitalityonline.com/chef-s-garden-catering-events/locations,2,chefsgardenjacksonville.com
The Manhattan Club,200 West 56th Street,New York,NY,10019,https://www.hospitalityonline.com/manhattan-club/locations,1,www.manhattanclub.com
"Sterling Hotels & Resorts, Inc.",2419 E. Commercial Blvd.,Ft. Lauderdale,FL,33308,https://www.hospitalityonline.com/sterling-hotels-resorts-inc/locations,2,www.sterling-hotels.com
"Sega GameWorks, L.L.C.",600 North Brand Boulevard-5th Floor,Glendale,CA,91203,https://www.hospitalityonline.com/employers/200578/locations,23,www.gameworks.com
Royal Caribbean Cruises Ltd.,1080 Caribbean Way,Miami,FL,33132,https://www.hospitalityonline.com/royal/locations,5,royalcorporatecareers.com
Elephant Bar Global Grill / Wok Kitchen,"200 E. Baker Street, Suite 201",Costa Mesa,CA,92626,https://www.hospitalityonline.com/employers/231023/locations,11,www.elephantbar.com
Gemini Resort Management,200 Vail Road,Vail,CO,81657,https://www.hospitalityonline.com/gemini-resort-management/locations,1,
Oceanside Resorts,605 Lincoln Rd.,Miami Beach,FL,33139,https://www.hospitalityonline.com/oeanside-resorts-inc/locations,2,www.oceansideresorts.net
Superior Staffing Orlando,121 South Orange Avenue,Orlando,FL,32801,https://www.hospitalityonline.com/superior-staffing-orlando/locations,1,www.vcdpcompanies.com
Magnus Hotel Management,"4700 South Highland Drive, Suite B",Salt Lake City,UT,84117,https://www.hospitalityonline.com/magnus-hotel-management/locations,4,www.magnushm.com
Wall Street Hospitality,540 Wall St,Bowling Green,KY,,https://www.hospitalityonline.com/wall-street/locations,1,
NMS Lodging,5600 B Street,Anchorage,AK,99518,https://www.hospitalityonline.com/nms-lodging/locations,3,www.nmslodging.com
Triad Property Management,2120 East Mcfarland Blvd,Tuscaloosa,AL,35404,https://www.hospitalityonline.com/triad-property-management/locations,4,
Geraldine's,605 Davis Street,Austin,TX,78701,https://www.hospitalityonline.com/geraldines/locations,1,www.geraldinesaustin.com
Hyde Beach House,4010 S. Ocean Drive,Hollywood,FL,33019,https://www.hospitalityonline.com/hyde-beach-house/locations,1,www.hydehollywoodbeach.com
7 Clans Casinos,,Newkirk,OK,74647,https://www.hospitalityonline.com/employers/278294/locations,5,sevenclans.com
Sea Palms Resort & Conference Center,515 North Windward Drive,St. Simons Island,GA,31522,https://www.hospitalityonline.com/sea-palms/locations,1,www.seapalms.com
Sonder,,San Francisco,CA,,https://www.hospitalityonline.com/sonder/locations,1,
LRP Hotels LLC,,Greensboro,NC,27407,https://www.hospitalityonline.com/lrp-hotels-llc/locations,1,
True Blue Hospitality,PO Box 80447,Charleston,SC,29416,https://www.hospitalityonline.com/true-blue-hospitality/locations,3,www.tbhospitality.com
Icon Lodging,"1212 Corporate Drive, Suite 350",Irving,TX,75038,https://www.hospitalityonline.com/icon-lodging/locations,6,www.iconlodging.com
Oasis,78 SW 7th Street,Miami,FL,33130,https://www.hospitalityonline.com/oasis-collections/locations,21,www.oasiscollections.com
Dream Hospitality and Management,Colonnade Drive,Smyrna,TN,37167,https://www.hospitalityonline.com/dream-hospitality/locations,4,www.dreamhospitalityandmanagement.com
IMPRINT Hospitality,880 S St Paul St,Denver,CO,80209,https://www.hospitalityonline.com/imprint-hospitality/locations,3,www.imprinthospitality.com
Delaware North Park Services,1122 Highway 41,Fish Camp,CA,93623,https://www.hospitalityonline.com/employers/210597/locations,1,www.dncinc.com
Ganesh Hotels Management,1446 South 11th Street,Niles,MI,49120,https://www.hospitalityonline.com/ganesh-hotels-management/locations,8,ganeshhotels.com
Mather,1603 Orrington,Evanston,IL,60201,https://www.hospitalityonline.com/mather/locations,3,www.mather.com
Cannery Hotel and Casino,2121 East Craig Road,North Las Vegas,NV,89030,https://www.hospitalityonline.com/employers/237474/locations,1,www.canneryresorts.com
"Johnson Development, LLC","3207 Mathers Road, Suite A",Springfield,IL,62711,https://www.hospitalityonline.com/johnson-development-llc/locations,3,www.johnson-development.com
"Waterford Hotels and Inns, Inc.","181 2nd Avenue, Suite 580",San Mateo,CA,94401,https://www.hospitalityonline.com/waterford-hotels-and-inns-inc/locations,5,waterfordhi.com
Buckhead America Hospitality,2875 Spring Hill Parkway SE,Smyrna,GA,30080,https://www.hospitalityonline.com/buckhead-america-hospitality/locations,6,www.buckheadamerica.com
Montecito Venture Partners,,San Diego,CA,,https://www.hospitalityonline.com/montecito-vp/locations,3,www.montecitovp.com
"Wilson Hotel Management Company, Inc.",8700 Trail Lake Dr West Ste 300,Memphis,TN,38125,https://www.hospitalityonline.com/employers/205024/locations,2,www.wilsonhotels.com
"Positive Investments, Inc.",610 N. Santa Anita Ave.,Arcadia,CA,91006,https://www.hospitalityonline.com/employers/237908/locations,1,
"Berkshire Healthcare Systems, Inc.",75 North St.,Pittsfield,MA,01201,https://www.hospitalityonline.com/berkshire/locations,1,www.berkshirehealthcare.org
Katara Hospitality,"Marina District, Lusail City",Doha,,,https://www.hospitalityonline.com/katara-hospitality/locations,1,www.katarahospitality.com
DreamCatcher Hotels,"40 South Main Street, Suite 2500",Memphis,TN,38103,https://www.hospitalityonline.com/dreamcatcher-hotels/locations,1,www.dreamcatcherhotels.com
Forever Resorts,3700 Hogge Rd.,Parker,TX,75002,https://www.hospitalityonline.com/employers/213438/locations,1,www.southforkhotel.com
Food Fight Inc.,"2002 Atwood Avenue, Suite 208",Madison,WI,53704,https://www.hospitalityonline.com/employers/214904/locations,1,www.foodfightinc.com
Rome's Joy Catering,4455 S. Martin Luther King Drive,Chicago,IL,60653,https://www.hospitalityonline.com/romes-joy/locations,2,romesjoy.com
Shore Lodge,501 West Lake St,McCall,ID,83638,https://www.hospitalityonline.com/shore-lodge/locations,11,www.shorelodge.com
The Peninsula Chicago,108 East Superior Street,Chicago,IL,60611,https://www.hospitalityonline.com/peninsula-chicago/locations,1,www.peninsula.com
Corporate Office,125 Corporate Terrace,Hot Springs National Park,AR,71913,https://www.hospitalityonline.com/employers/271042/locations,1,
The Cove,501 West Lake Street,McCall,ID,83638,https://www.hospitalityonline.com/cove-spa/locations,6,shorelodge.com
Krispy Kreme Doughnuts,370 Knollwood Street,Winston-Salem,NC,27103,https://www.hospitalityonline.com/employers/226240/locations,2,www.krispykreme.com
Flex Point Hospitality,8180 Greensboro Road,McLean,VA,22102,https://www.hospitalityonline.com/flex-point-hospitality/locations,1,www.flexpointhospitality.com
Birch Lake Hospitality,19411 West Campbell Road,Bend,OR,97702,https://www.hospitalityonline.com/employers/257988/locations,1,www.birchlakehospitality.com
Blenheim Hospitality,,Newark,DE,,https://www.hospitalityonline.com/blenheim-hospitality/locations,3,blenhospitality.com
DreamStay Hotels,,Grantville,PA,17028,https://www.hospitalityonline.com/employers/275011/locations,1,
Hyatt Centric Mountain View,409 San Antonio Road,Mountain View,CA,94040,https://www.hospitalityonline.com/hyatt-centric-mountain-view/locations,1,www.hyatt.com
